Desi Spice Indian Cuisine	Promenade, 931 Monroe Dr NE 2nd fl suit c202, Atlanta, GA 30308	Indian	$$	4.1	https://www.google.com/maps/place/Desi+Spice+Indian+Cuisine/@33.779333,-84.3760757,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f50416286df033:0x3f69223ac49860b4!8m2!3d33.779333!4d-84.367321!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5KZWxCaWVIVjNSUkFC
Blue India	933 Peachtree St NE, Atlanta, GA 30309	Indian	$$	4.3	https://www.google.com/maps/place/Blue+India/@33.779333,-84.3760757,15z/data=!3m1!5s0x88f5045cd3b6fc4f:0x6180a65f0ccb5de!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f5046830c17271:0xc1797e20fc5db781!8m2!3d33.7795872!4d-84.3836058!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU13YzE4elkwTlJFQUU
Tabla	77 12th St NE #2, Atlanta, GA 30309	Indian	$$$	4.3	https://www.google.com/maps/place/Tabla/@33.779333,-84.3760757,15z/data=!3m1!5s0x88f5044325a61e6b:0xe6d5fb7f1ad6cfe3!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f504433b7f88ff:0xb2f6a16e57c9126d!8m2!3d33.7843782!4d-84.3851668!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJuZHpaNU5ESkJSUkFC
Touch	420 14th St NW, Atlanta, GA 30318	Indian	$	3.8	https://www.google.com/maps/place/Touch/@33.779333,-84.3760757,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f504f40e033b6d:0x36ded5c420e074ff!8m2!3d33.7858771!4d-84.4008531!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4zZGpWNVdHMW5SUkFC
Bhojanic Takeout/Catering/Market	739 Lambert Dr NE, Atlanta, GA 30324	Indian	$$	3.8	https://www.google.com/maps/place/Bhojanic+Takeout%2FCatering%2FMarket/@33.812451,-84.3725727,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f505f7facda18b:0x5544094e9c6b45ad!8m2!3d33.812451!4d-84.363818!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5uTlhVM2FHMUJSUkFC
NaanStop	64 Broad St NW, Atlanta, GA 30303	Indian	$	4.1	https://www.google.com/maps/place/NaanStop/@33.7558707,-84.3981851,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f503871ded9b81:0x58be1613acf1788!8m2!3d33.7558707!4d-84.3894304!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF3ZVdKTVNFZEJFQUU
Aamar Indian Cuisine	100 Luckie St NW, Atlanta, GA 30303	Indian	$$	4.3	https://www.google.com/maps/place/Aamar+Indian+Cuisine/@33.7558707,-84.3981851,15z/data=!3m1!5s0x88f5038746fe3cc3:0xd92cd7762251677!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f5038740e67553:0x22447d5af607e809!8m2!3d33.757309!4d-84.389911!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJaZFUxcE4yOVJSUkFC
Botiwalla	Ponce City Market, 675 Ponce De Leon Ave NE n134, Atlanta, GA 30308	Indian	$$	4.6	https://www.google.com/maps/place/Botiwalla/@33.7728405,-84.3746887,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f50410be2868cb:0x4694fd2fccaa7ca!8m2!3d33.7728405!4d-84.365934!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU52TldaeFpFcDNFQUU
Niramish Indian Cuisine	1138 Euclid Ave NE, Atlanta, GA 30307	Indian	$$	4.2	https://www.google.com/maps/place/Niramish+Indian+Cuisine/@33.7728405,-84.3746887,15z/data=!3m1!5s0x88f506a921f746c1:0x87910c3faa49910f!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f506a921750819:0xeb55cb10278b04f3!8m2!3d33.764905!4d-84.350189!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBEWluZGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJEZDE5ZlN6Wm5SUkFC
NaanStop	265 18th St NW #4110, Atlanta, GA 30363	Indian	$$	4.1	https://www.google.com/maps/place/NaanStop/@33.7927532,-84.4060522,15z/data=!4m9!1m2!2m1!1sindian+restaurant!3m5!1s0x88f505041e622763:0x903940262d404b34!8m2!3d33.7927532!4d-84.3972975!15sChFpbmRpYW4gcmVzdGF1cmFudFoTIhFpbmRpYW4gcmVzdGF1cmFudJIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTJYMTltYVdoQlJSQUI
Ginya Izakaya	1700, 6 Northside Dr NW Ste A-5,A, Atlanta, GA 30318	Japanese	$$	4.5	https://www.google.com/maps/place/Ginya+Izakaya/@33.7978473,-84.4197455,16z/data=!3m1!5s0x88f504e319c25ecb:0x65816c0169a490d4!4m9!1m2!2m1!1sjapanese+restaurant!3m5!1s0x88f504e319172161:0x5e2c0ec51b3b1f93!8m2!3d33.8012909!4d-84.4091287!15sChNqYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARNqYXBhbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJyTUZwWFUxQlJFQUU
Wagaya - Westside	339 14th St NW, Atlanta, GA 30318	Japanese	$$	4.6	https://www.google.com/maps/place/Wagaya+-+Westside/@33.7863659,-84.4070161,15z/data=!4m9!1m2!2m1!1sjapanese+restaurant!3m5!1s0x88f504f5d7376a6b:0xf4ccbc33d7c234f5!8m2!3d33.7863071!4d-84.3982284!15sChNqYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARNqYXBhbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5KYW1FdGMwcG5FQUU
Chirori - Yakitori & Kushikatsu	349 14th St NW C-1, Atlanta, GA 30318	Japanese		4.7	https://www.google.com/maps/place/Chirori+-+Yakitori+%26+Kushikatsu/@33.786366,-84.4026387,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f505d476115adb:0x17e7589d7d6c0c2a!8m2!3d33.786307!4d-84.3983786!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARNqYXBhbmVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF3ZVdKRGVFdFJFQUU
Gyu-kaku Japanese BBQ	265 18th St NW Ste 4130, Atlanta, GA 30363	Japanese	$$	4.2	https://www.google.com/maps/place/Gyu-kaku+Japanese+BBQ/@33.786366,-84.4026387,16z/data=!3m1!5s0x88f504f81aecdd8d:0xe3cac75999627a0a!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f50568a7d3d19d:0x5c70f33540e5d659!8m2!3d33.7928136!4d-84.3967016!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARN5YWtpbmlrdV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5WYWpsNk5WRlJFQUU
Nagomiya	1010 W Peachtree St NW Ste 400, Atlanta, GA 30309	Japanese		4.2	https://www.google.com/maps/place/Nagomiya/@33.786366,-84.4026387,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f5055d41b159a9:0x4c86266c1bfa08dd!8m2!3d33.7817686!4d-84.3882807!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARNqYXBhbmVzZV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU54TWxwUFdqRjNSUkFC
Eight Sushi Lounge	930 Howell Mill Rd NW, Atlanta, GA 30318	Japanese	$$	4.7	https://www.google.com/maps/place/Eight+Sushi+Lounge/@33.7799974,-84.4161402,16z/data=!3m1!5s0x88f50493663864bf:0xd236535ee033b683!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f50493632b18c5:0xc0abdef522725b72!8m2!3d33.7800074!4d-84.4118482!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARBzdXNoaV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU54Y2t4WFptWm5FQUU
O-Ku	1085 Howell Mill Rd NW A3, Atlanta, GA 30318	Japanese	$$	4.4	https://www.google.com/maps/place/O-Ku/@33.7799974,-84.4161402,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f504ec7d57d8f5:0x17763d8beed8b05d!8m2!3d33.7845522!4d-84.4112658!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARBzdXNoaV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5SY25KSVNVVjNFQUU
Momonoki	95 8th St NW #100, Atlanta, GA 30309	Japanese	$$	4.2	https://www.google.com/maps/place/Momonoki/@33.7797838,-84.3945711,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f5053a5a7f7ebd:0xd0d98db5fa4b4311!8m2!3d33.7797459!4d-84.3902291!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARByYW1lbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5wTkRscFMydDNSUkFC
RA Sushi Bar Restaurant	1080 Peachtree St NE Suite 8, Atlanta, GA 30309	Japanese	$$	3.7	https://www.google.com/maps/place/RA+Sushi+Bar+Restaurant/@33.7797838,-84.3945711,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f504430881dbe5:0xeea234a746771a83!8m2!3d33.7834236!4d-84.3844234!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSARBzdXNoaV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJWWDNKeVltbDNSUkFC
Omakase by Yun @ Chirori Yakitori and Kushikatsu	349 14th St NW, Atlanta, GA 30318	Japanese		5	https://www.google.com/maps/place/Omakase+by+Yun+@+Chirori+Yakitori+and+Kushikatsu/@33.7874607,-84.3872434,16z/data=!4m9!1m2!2m1!1sJapanese+restaurant!3m5!1s0x88f5057f6d465985:0xe9454f0f406bcf4b!8m2!3d33.7863069!4d-84.3985727!15sChNKYXBhbmVzZSByZXN0YXVyYW50WhUiE2phcGFuZXNlIHJlc3RhdXJhbnSSAQpyZXN0YXVyYW50
Kwan's Deli and Korean Kitchen	267 Marietta St NW, Atlanta, GA 30313	Korean	$	4.4	https://www.google.com/maps/place/Kwan's+Deli+and+Korean+Kitchen/@33.7608147,-84.403,15z/data=!3m1!5s0x88f5047fb98601a1:0x7c1effa9f38f8b4a!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f5047faf827459:0x19ede45dc77d586a!8m2!3d33.7608147!4d-84.3942453!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBEWtvcmVhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qYVRWNWFYcFJSUkFC
Letsbap	206 Edgewood Ave NE Suite B, Atlanta, GA 30303	Korean	$	4.6	https://www.google.com/maps/place/Letsbap/@33.7608147,-84.403,15z/data=!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f503a3996a5cb3:0x89eb5a54b8fb48e2!8m2!3d33.7545785!4d-84.3806334!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBEWtvcmVhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5oTjFsVWJVUjNFQUU
Blossom Tree	64 Peachtree St NW, Atlanta, GA 30303	Korean	$	4.7	https://www.google.com/maps/place/Blossom+Tree/@33.7608147,-84.403,15z/data=!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f50386fcba299d:0xb514b81a12f199f4!8m2!3d33.7555031!4d-84.3891097!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBEWtvcmVhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJaTlhZeVdGRm5FQUU
Umma's House Korean Japanese Restaurant	75 5th St NW, Atlanta, GA 30308	Korean	$	3.8	https://www.google.com/maps/place/Umma's+House+Korean+Japanese+Restaurant/@33.7772587,-84.3979796,15z/data=!3m1!5s0x88f50ebe16c09425:0x5810e9e7ee6d7b46!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f50466ef41e135:0xfd9f66eb274ee5a!8m2!3d33.7772587!4d-84.3892249!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBE2phcGFuZXNlX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjNOM0l0WWtoM0VBRQ
Park 27 Korean BBQ and Bar	950 W Peachtree St NW Suite 255, Atlanta, GA 30309	Korean		4.3	https://www.google.com/maps/place/Park+27+Korean+BBQ+and+Bar/@33.7772587,-84.3979796,15z/data=!3m1!5s0x88f50467833f4691:0x2790c0176b873c52!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f5055de24bdd1d:0xe7495a5275bb1480!8m2!3d33.7805734!4d-84.3876121!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBGmtvcmVhbl9iYXJiZWN1ZV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVEyTkVscFdqUlJSUkFC
SOKOME	55 Marietta St NW # 140, Atlanta, GA 30303	Korean	$	4.5	https://www.google.com/maps/place/SOKOME/@33.755807,-84.3998207,15z/data=!3m1!5s0x88f50380d5458efb:0xd96107740b5f37f4!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f503812aa3c1c5:0xb87801fab1fa53e7!8m2!3d33.755807!4d-84.391066!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBEWZ1c2lvbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF3TlU5ZlZVdEJFQUU
Char Korean Bar & Grill	299 North Highland Avenue Northeast UNIT S, Atlanta, GA 30307	Korean	$$	4.2	https://www.google.com/maps/place/Char+Korean+Bar+%26+Grill/@33.7621675,-84.3678881,15z/data=!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f5040144e69787:0xfd90f40e1af77d78!8m2!3d33.7622254!4d-84.3591342!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBGmtvcmVhbl9iYXJiZWN1ZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5EY25ORFNFNUJFQUU
Mukja Korean Fried Chicken	933 Peachtree St NE Suite 951, Atlanta, GA 30309	Korean		4.6	https://www.google.com/maps/place/Mukja+Korean+Fried+Chicken/@33.7806459,-84.3925423,15z/data=!3m1!5s0x88f5045cd3b6fc4f:0x6180a65f0ccb5de!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f505e069809db3:0xb6da1ec900ab431!8m2!3d33.7806459!4d-84.3837876!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkxibUl0Y1VSM0VBRQ
Choong Man Chicken-Georgia Tech	525 10th St NW, Atlanta, GA 30318	Korean		4.2	https://www.google.com/maps/place/Choong+Man+Chicken-Georgia+Tech/@33.7806459,-84.3925423,15z/data=!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f50525ae5a7741:0x8b3b483480d94799!8m2!3d33.7818186!4d-84.4045891!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBGmtvcmVhbl9iYXJiZWN1ZV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJ4YWxCRVVIcFJSUkFC
Gaja Korean Bar	491 Flat Shoals Ave SE A, Atlanta, GA 30316	Korean	$$	4.5	https://www.google.com/maps/place/Gaja+Korean+Bar/@33.7404986,-84.3550157,15z/data=!3m1!5s0x88f5015b82ae091f:0x93dc3c63bf9a1795!4m9!1m2!2m1!1skorean+food!3m5!1s0x88f5015b7805eb0d:0xe81777fbf0bd34c1!8m2!3d33.7404986!4d-84.346261!15sCgtrb3JlYW4gZm9vZFoNIgtrb3JlYW4gZm9vZJIBEWtvcmVhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5OT1RndGMxQm5FQUU
Gyro Wrap	190 Marietta St NW, Atlanta, GA 30303	Greek	$	2.6	https://www.google.com/maps/place/Gyro+Wrap/@33.7704643,-84.4155149,14z/data=!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f50380633ff777:0x289a1d8903c2f64f!8m2!3d33.7576755!4d-84.3941338!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnQ
Gyro Bros.	85 5th St NW B, Atlanta, GA 30308	Greek	$	4.1	https://www.google.com/maps/place/Gyro+Bros./@33.7704643,-84.4155149,14z/data=!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f50466c2db507d:0xa0b57619e5f88ff0!8m2!3d33.7770528!4d-84.3900992!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnJhV05NZDFGM0VBRQ
Grecian Gyro	1700 Northside Dr NW #B6, Atlanta, GA 30318	Greek		4.5	https://www.google.com/maps/place/Grecian+Gyro/@33.8011623,-84.4256835,14z/data=!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f505913c20508f:0xc2ad1f1794add648!8m2!3d33.8011242!4d-84.4081599!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlZOSFpsUzE5blJSQUI
Opa!!!	2196 Cheshire Bridge Rd NE, Atlanta, GA 30324	Greek		4.7	https://www.google.com/maps/place/Opa!!!/@33.8148512,-84.3710129,14z/data=!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f50677ce3291d3:0xd5f704100381804a!8m2!3d33.8148239!4d-84.3534351!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnQ
Cafe Agora	92 Peachtree Pl NE, Atlanta, GA 30309	Greek	$	4.6	https://www.google.com/maps/place/Cafe+Agora/@33.778058,-84.402138,14z/data=!3m1!5s0x88f50442989a76ad:0xb825fcecad2fb660!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f50442a20267ef:0xae1ae521240438e4!8m2!3d33.7809433!4d-84.3844581!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBGW1pZGRsZV9lYXN0ZXJuX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjVkbk5sTlVKM0VBRQ
Nick's Food To Go	240 M.L.K. Jr Dr SE, Atlanta, GA 30312	Greek	$	4.7	https://www.google.com/maps/place/Nick's+Food+To+Go/@33.7475,-84.3972317,14z/data=!3m1!5s0x88f5038df04e49c9:0xd304d8438e386b3b!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f5038df04a03df:0x6114d46688dbfeff!8m2!3d33.7474931!4d-84.3797233!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmhhRmxEUVZGbkVBRQ
Mediterranean Grill	985 Monroe Dr NE, Atlanta, GA 30308	Greek	$	4.3	https://www.google.com/maps/place/Mediterranean+Grill/@33.781347,-84.3858395,14z/data=!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f5043db5f6bc6d:0xcd195569e04b07f7!8m2!3d33.781347!4d-84.36833!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBGG1lZGl0ZXJyYW5lYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOTGRISjVTVmxCRUFF
Taverna Plaka	2196 Cheshire Bridge Rd NE, Atlanta, GA 30324	Greek	$$	4.4	https://www.google.com/maps/place/Taverna+Plaka/@33.8148439,-84.37114,14z/data=!3m1!5s0x88f50677d04b02f7:0x5d7dad9fff08c86a!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f50677d1c52ac5:0xb6dce4b9350b1b72!8m2!3d33.8147908!4d-84.3534978!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBGG1lZGl0ZXJyYW5lYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VORGRXTnVRazFuRUFF
Kyma	3085 Piedmont Rd NE, Atlanta, GA 30305	Greek	$$$	4.5	https://www.google.com/maps/place/Kyma/@33.8398553,-84.3865416,14z/data=!3m1!5s0x88f505f14187f0d5:0xa5bb2247ff64eca8!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f505f169e36e91:0x4d0bd01a9aabeb6e!8m2!3d33.8398269!4d-84.3691099!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkplRFpwYTBwUkVBRQ
Zeus Greek Street Food	2022 Powers Ferry Rd #130, Atlanta, GA 30339	Greek	$	4.4	https://www.google.com/maps/place/Zeus+Greek+Street+Food/@33.9019109,-84.4722422,14z/data=!3m1!5s0x88f511c9674becc7:0x436fec22d109a02a!4m9!1m2!2m1!1sgreek+restaurants!3m5!1s0x88f511c948500003:0x82e5e9b1731e8d83!8m2!3d33.9019112!4d-84.4547534!15sChFncmVlayByZXN0YXVyYW50c1oTIhFncmVlayByZXN0YXVyYW50c5IBEGdyZWVrX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlJNVjlsY0hwblJSQUI
Le Fat	935 Marietta St NW, Atlanta, GA 30318	Vietnamese	$$	4.2	https://www.google.com/maps/place/Le+Fat/@33.7555556,-84.4069539,14z/data=!3m1!5s0x88f50492e96776e7:0xd15156a8d68d95f8!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f504925223e1b7:0xce5d1ec194d4bd4d!8m2!3d33.7782406!4d-84.4089607!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Vietvana Pho Noodle House	848 Spring St NW Suite A, Atlanta, GA 30308	Vietnamese	$$	4	https://www.google.com/maps/place/Vietvana+Pho+Noodle+House/@33.7822887,-84.397407,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f505674d9c0cdd:0x8a3c0633a3d0c8d5!8m2!3d33.7780685!4d-84.3892338!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEOcGhvX3Jlc3RhdXJhbnQ
Anh's Kitchen	Viewpoint, 855 Peachtree St NE STE 2, Atlanta, GA 30308	Vietnamese	$$	4.4	https://www.google.com/maps/place/Anh's+Kitchen/@33.7822887,-84.397407,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f504685ee5dcfb:0x9d27bb6fbeb7c747!8m2!3d33.7780079!4d-84.3842066!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Pho King Midtown	950 W Peachtree St NW #240, Atlanta, GA 30309	Vietnamese	$	4.2	https://www.google.com/maps/place/Pho+King+Midtown/@33.7822887,-84.397407,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f504678fcbb8a5:0x23f43c0e3a07b72e!8m2!3d33.7802177!4d-84.3875353!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
DUA Vietnamese	77 12th St NE #6b, Atlanta, GA 30309	Vietnamese		4.6	https://www.google.com/maps/place/DUA+Vietnamese/@33.7822887,-84.397407,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f505410583e963:0x94c9dacc037dd80d!8m2!3d33.784203!4d-84.3845716!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
Bun Mi Vietnamese Grill	1197 Peachtree St NE Suite 150 Politan Row at Colony Square Food Hall, Atlanta, GA 30361	Vietnamese		4.7	https://www.google.com/maps/place/Bun+Mi+Vietnamese+Grill/@33.7822887,-84.397407,14z/data=!4m9!1m2!2m1!1svietnamese+restaurant!3m5!1s0x88f505fef2a718f5:0x41fa4a54f45c2ade!8m2!3d33.7877938!4d-84.3821312!15sChV2aWV0bmFtZXNlIHJlc3RhdXJhbnRaFyIVdmlldG5hbWVzZSByZXN0YXVyYW50kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50
